Metric,V4_With_Filter,Buy_Hold
Initial_Capital,1000000.0,1000000
Final_Value,1517898.79,2007577.2701580133
Total_Return_Pct,51.789879000000006,100.75772701580132
Annualized_Return_Pct,15.027840448258335,26.339708339395386
Sharpe_Ratio,0.949398749980852,1.2223399483318436
Max_Drawdown_Pct,-21.280106449537545,-28.693158639001265
Trades,21.0,N/A
Win_Rate_Pct,66.66666666666666,N/A
Avg_Return_Pct,2.7400832450244517,N/A
Avg_Hold_Days,30.095238095238095,N/A
Filtered_Count,67.0,N/A
