Metric,Strat1_Split,Strat2_Shared,Pure_DCA,Yearly_Lump
Total_Invested,1800000.0,1800000.0,1773085.85,1780220.6800000002
Final_Value,2905768.1400000006,2753214.0400000005,2541485.7800000003,2884158.02
Total_Return_Pct,61.43156333333336,52.956335555555576,43.33687113909347,62.011263682208195
Annualized_Return_Pct,17.429047404600073,15.32363290484351,12.837805979791717,17.570345777267015
Sharpe_Ratio,1.1540952979476893,1.1235733796989142,2.1104705968327675,1.2216608240629836
Max_Drawdown_Pct,-21.55075634248562,-21.208911116566455,-22.399449201410214,-26.71059091244299
DCA_Buys,14.0,14.0,N/A,N/A
AI_Trades,32.0,28.0,N/A,N/A
AI_Win_Rate_Pct,62.5,57.14285714285714,N/A,N/A
